Agnid,Isfav,agencytitle,PostingNo,Endda,RequestType,Fract,ClosingDate,Frdes,Idesc,RemainingDays,Begda,Exper,Extxt,Farea,Frexp,Sort,Field,Toexp,Fdesc,Jobid,Joblv,Posid,Compt,Newjb,Agncy,Educa,Categ,Jobtitle,EmpType,EmpTypeTxt,Locationid,LocationTxt,Jobdesc,Jobres,Jobreq
9016,FALSE,,9d4a6d22-d5c9-1edf-97ff-65cbcf91d350,/Date(253402214400000)/,,0,,,Others ,1  month(s) ago,/Date(1724284800000)/,0,Entry level,12,0,,25,0,"Community Development, Partnership & Eng",15037296,0,0,0,,Economic Development Board,0,0,"Lead, Software Engineer",1,Permanent,,,"<br>The Singapore Global Network (SGN) is a division in the Economic Development Board tasked to re-energise Singapore’s efforts in building a strong and extensive ecosystem of overseas Family, Friends, Fans (3F) for Singapore. SGN leads the Whole-Of-Government effort to coordinate across agencies and strengthen our collective networks whose skills, affinity and influence could help build linkages to global business and talent communities, and enhance the international mindshare of Singapore as a leading globally-connected city.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p><strong>","</strong></p><p><strong>Responsibilities</strong></p><p>As a member of SGN’s digital products team, you will develop, deliver and maintain a tech stack that enables SGN’s work in fostering connections between and within Singapore’s global business and talent communities. There is also opportunity to work on other digital products within the wider EDB organisation.</p><p>We are looking for a Software Engineer with an interest in full stack development to join our passionate and purpose-driven team. This is an excellent opportunity to be part of a start-up environment, building up the digital platform and infrastructure to serve a large-scale network all around the world.</p><p>As a Software Engineer, you will be responsible for the design, implementation, testing and deployment of end-to-end software solutions, with the following key responsibilities:</p><ul><li><p>Spearhead work with cross-functional teams to develop user-centric web applications, supported by necessary back-end applications and databases for functionality</p><ul><li><p>Create performant code by figuring out how to make a feature work best for users as well as under-the-hood optimization, while conforming to system design</p></li><li><p>Design and create automated tests to ensure functionality of components and applications</p></li><li><p>Participate in code reviews and contribute to team knowledge sharing</p></li><li><p>Support, maintenance and documentation of software functionalities and technical specifications</p></li><li><p>Ensure quality of releases, responsiveness and security of applications, debugging issues, fix bugs, and identify bottlenecks</p></li><li><p>Design and develop RESTful APIs</p></li></ul></li><li><p>Proactively stay abreast of developments in web applications and programming languages to identify and recommend existing components and technologies that can be leveraged to deliver on our goals</p></li></ul><p></p><p><strong>","</strong></p><p><strong><u>Requirements</u></strong></p><p>Resourcefulness, integrity, drive, and a good team player are must-haves. Some combination of the following would help for favourable consideration:</p><ul><li><p>At least 3 years of experience as a software developer or equivalent position</p></li><li><p>Diploma or degree in Computer Science, Engineering, Information Technology or related disciplines</p></li><li><p>Experience with cloud-based application development and web security</p></li><li><p>Experience in translating user’s requirements to technical solutions for high fidelity testing</p></li><li><p>Experience in agile development teams, employing relevant methodologies and practices such as Scrum, Continuous Integration and Deployment to enable rapid delivery of value such as scripts for automated testing tools, scripts for configuration management</p></li><li><p>Knowledge of modern Software Engineering best practices, software development life cycle including coding standards, code reviews, source control management, build processes, testing, and operations.</p></li><li><p>Proficiency in:</p><ul><li><p>Java, JavaScript, HTML, CSS. Proficiency in other modern programming languages is a plus.</p></li><li><p>Relational and non-relational databases, such as MS SQL, PostgreSQL, MongoDB etc</p></li><li><p>Front-end frameworks such as React or Angular 2</p></li><li><p>Deploying and maintaining content management systems and web applications in the cloud</p></li></ul></li><li><p>Curious, inquisitive, keen and quick to learn, and generous and patient to share knowledge with team mates and mentor fellow developers</p></li><li><p>Singaporean</p></li></ul><p></p><p></p>"
1220,FALSE,,cb8aa025-5089-1eef-97f5-01da0c81a1c4,/Date(1728950400000)/,,0,Closing on 15 Oct 2024,,Research and Analysis ,1  month(s) ago,/Date(1724198400000)/,0,Entry level,21,0,,29,0,Policy & Planning,15035567,1,0,0,,Ministry of Manpower,0,0,"Intern, ALMM, WPSD",5,Internship,,,"Project Title: Study of best practices in leveraging technology to transform and redesign jobs in the future economy in the ASEAN region.

Project Overview: In an era marked by rapid technological advancements and disruptions, understanding the future of work is more crucial than ever. ASEAN member states (AMSes) acknowledge the urgency of leveraging technology to transform and redesign jobs to meet the needs of the future economy.

Singapore is working with AMSes to consolidate their experiences, best practices and success stories in a study. The repository and cross-sharing of experiences will guide AMSes to navigate such changes effectively, and a roadmap to advance preparations of a future-proof workforce.","The intern is expected to draft a paper consolidating the best practices in leveraging technology to transform and redesign jobs in the future economy in the ASEAN region. 

To this end, the intern is expected to (a) conduct a literature review and (b) research selected best practices and identify success factors.","The project will enhance the intern’s research, writing, analytical and critical thinking skills. The project will also help the intern develop soft skills given the need to engage foreign counterparts. These are valuable skills for those looking to join the Public Service in a policy making role after graduation."
9175,FALSE,,9d4a6d22-d5c9-1edf-97f1-903d5a38134e,/Date(1728950400000)/,,0,Closing on 15 Oct 2024,,"Accounting, Audit, Finance",1  week(s) ago,/Date(1724198400000)/,0,Entry level,1,0,,1,0,Accounting & Finance,15034631,0,0,0,,MINDEF,3,0,Manager (Printing Centre),1,Permanent,,,You design operating procedures and oversee the operations of a printing centre which provides in-house printing services to all SAF units. ,"On this, you supervise two teams to ensure the timely delivery of all print jobs and maintain high-quality control that aligns with service delivery and product quality standards. You also manage finance and logistics to support production requirements. Your challenge lies in being able to track the performance of the team to meet customers' needs and expectations.  You must also ensure quality standards, cost efficiency, and timely delivery to achieve customer satisfaction.","You must have a tertiary qualification, preferably with 5 years' experience in printing production. You should possess good knowledge of graphic design and production process as well as good interpersonal skills. Appointment will be commensurate with your experience.

Only shortlisted candidates will be notified."
9175,FALSE,,9d4a6d22-d5c9-1edf-97f1-7a072dc0b34e,/Date(1728950400000)/,,0,Closing on 15 Oct 2024,,"Accounting, Audit, Finance",1  week(s) ago,/Date(1724198400000)/,0,Entry level,1,0,,1,0,Accounting & Finance,15034586,0,0,0,,MINDEF,3,0,Manager (Finance Operations),1,Permanent,,,"You formulate and establish sound processes, systems and frameworks to oversee the smooth and efficient execution of core financial processes within MINDEF. ","You also review, implement effective performance measurement frameworks, and undertake effective management and governance of financial services which have been outsourced. You manage and ensure that resources are optimally utilised and introduce digitalisation and innovation to help streamline and automate the internal and outsourced financial processes. In addition, you monitor the resource accounting/allocation mechanisms and educate units on the need to be prudent in the used of services rendered by the Shared Service Provider, and facilitate resolution of issues through establishing escalation procedures in the event of a conflict. Your challenges lie in creating benchmarks and ensuring that the quality and cost of services provided by the Shared Services partners are consistent with industry standards, and to continuously review the financial operations landscape within the Whole-of-Government (WoG) and to put in place new technologies or process improvements where relevant.","You must have a tertiary qualification, in Business Administration, Business Studies, Finance, Accountancy or any related field, with at least 2 years' working experience, preferably with an understanding and/or experience in accounting, managing service level agreements, and outsourced processes. You should have hands-on knowledge of accounting software (SAP) and working knowledge of MS Office applications, as well as possess strong analytical, communication, planning and writing skills. Appointment will be commensurate with your experience.

(Applicants with no experience may apply.)

Only shortlisted candidates will be notified."
9175,FALSE,,9d4a6d22-d5c9-1edf-97f1-61d06523d34e,/Date(1728950400000)/,,0,Closing on 15 Oct 2024,,Human Resources ,1  week(s) ago,/Date(1724198400000)/,0,Entry level,6,0,,16,0,Human Resources,15034534,0,0,0,,MINDEF,3,0,Manager (Eco-System & Partnerships),2,Contract,,,You manage key stakeholders in our eco-systems and bridge partnerships with our digital counterparts in the Whole-of-Government (WoG) and technology partners in the digital industry. ,"On this, you are the main Point-of-Contact to manage all of the Digital and Intelligence Service’s (DIS) tech partnerships within our own internal eco-system and externally to MINDEF/SAF, WoG and Industry. Through the partnerships, you identify opportunities from our tech partnerships and convey them in senior-management level meetings within the DIS, and with the wider community of MINDEF/SAF and the Defence Tech Community. Your challenge lies in being able to work in a high tempo and dynamic environment, well-versed in MINDEF/SAF establishment policies, as well as being keenly aware of MINDEF/SAF wide organisation developments. You also need to understand technological concepts, industry trends and draw value for the DIS.","You must have a tertiary qualification, preferably with relevant working experience. Possession of good analytical, interpersonal, writing and verbal communication skills is essential. Having proficiency in computer applications such as Microsoft Word, Excel and Data Analytics/Visualisation programme such as Power BI, Qliksense is advantageous. You may be required to travel overseas for work. Appointment will be commensurate with your experience.
 
(Applicants with no experience may apply.)

Only shortlisted candidates will be notified."
9175,FALSE,,9d4a6d22-d5c9-1edf-97f1-1e2843d5f34e,/Date(1728950400000)/,,0,Closing on 15 Oct 2024,,Others ,1  week(s) ago,/Date(1724198400000)/,0,Entry level,23,0,,25,0,Service Delivery,15034487,0,0,0,,MINDEF,3,0,Manager (Employee Feedback Management),2,Contract,,,You manage employee feedback from MINDEF/SAF employees to resolve employee service-related issues. ,"You analyse feedback and identify policy and process reviews to address system issues and employee pain points. In addition, you build a seamless omni-channel experience for employee feedback and driving channel migration/improvement efforts towards digital services to enable self-help and reduce feedback volume.","You must have a tertiary qualification, with 1 to 2 years' work experience in a service delivery or project management role. You should possess an understanding and familiarity with system/technical solutions of the different employee feedback channels, the MINDEF/SAF ecosystem, policies, and processes for employee feedback management, as well as good service delivery and customer experience. Possession of strong communication, interpersonal, and project management skills is essential to establish strong working relationships with feedback channel owners, obtain their buy-in, and mobilise their involvement to establish a seamless omni-channel experience for employees. Appointment will be commensurate with your experience.

Only shortlisted candidates will be notified."
1020,FALSE,,135e5426-adf2-1edf-9ec2-07341cbe736b,/Date(1732924800000)/,,0,Closing on 30 Nov 2024,,Organisation Development ,4  day(s) ago,/Date(1725926400000)/,0,Entry level,18,0,,24,0,Infocomm Technology,15034244,0,0,0,,Ministry of Digital Development and Information,0,0,"Manager / Snr. Manager (Workforce Transformation), Workforce Development, SNDG",2,Contract,,,"The Smart Nation Group – Digital Government (SNDG), under the Prime Minister’s Office (PMO) and administratively managed by the Ministry of Digital Development and Information (MDDI), plans and prioritizes key Smart Nation and digital government projects, raises the standards of Government ICT and services, builds long-term capabilities for the public sector, and promotes adoption and participation in digital and smart innovations. It takes a whole-of-nation effort, and we will actively engage the public, the industry and fellow agencies as we build a Smart Nation together.

The Workforce Development Division at the Smart Nation Group – Digital Government is at the forefront of facilitating the digital transformation of the Government's workforce. Join our dynamic Transformation team and play a crucial role in shaping the future of tech workforce development, impacting public good outcomes through innovative projects and programmatic interventions. This role offers a high-impact, fast-paced environment with exciting challenges and opportunities to contribute significantly to the digital evolution of the public sector.","As a Manager/Senior Manager in the Workforce Development Transformation team, you will be responsible for running projects, adding value as a team player to lead to better outcomes, and making interventions and recommendations that yield benefits for the organisation. 
In this role, you will propose and implement ways to improve existing processes, contributing to quantifiable savings in time, finances, and addressing skills gaps at the whole-of-government level. This role demands a strong technical acumen, strategic thinking, and effective stakeholder management.

Key Responsibilities:
•	Independent Project Leadership: Run projects independently, making interventions and recommendations that result in quantifiable benefits exceeding costs as compared to the status quo.
•	Process Improvement: Propose and implement ways to improve existing processes, leading to better outcomes, including quantifiable savings in time, finances, and addressing skills gaps.
•	Project Execution: See through projects in well-defined problem spaces independently, with minimal supervision. Handle regular projects with clear problem statements where stakeholder interests are broadly aligned.
","What you need to do it:
•	Collaborativeness and Ability to Drive Team Outcomes: Work well and contribute effectively to the team. Coordinate seamlessly within the team, discussing issues comfortably, clearly, and concisely. Display openness towards constant improvements, applying skills and knowledge to drive better outcomes for projects and teams.
•	Strong Technical Acumen: Defend and articulate views effectively, consider relevant HR and organisational development data points, and suggest alternative metrics for project success.
•	Strategic Thinking: Understand broader developments and the operating context well. Consider longer-term implications of relevant policy developments and integrate them effectively into considerations.
•	Stakeholder Management: Manage stakeholders well in most instances, displaying initiative and a track record of making things happen. Seek occasional assistance in navigating complex situations.
•	Problem Diagnosis and Solution: Diagnose problems with today's systems, provide clear problem statements, and actualize ideas to address them.

Qualifications:
•	Bachelor's degree or equivalent in relevant field(s) (e.g., Engineering, Management, Computer Science, Business Management).
•	Proven experience in project management, workforce development, or related roles.
•	Keen interest in the technology space "
1183,FALSE,,cb8aa025-5089-1eef-97ee-5ce3814721c4,/Date(1727654400000)/,,0,Closing in 4 day(s),,Research and Analysis ,1  month(s) ago,/Date(1724371200000)/,0,Entry level,21,0,,29,0,Policy & Planning,15033827,0,0,0,,Ministry of Finance,0,0,[Winter Internship] Overseas post-18 models for persons with disabilities,5,Internship,,,"Applications to internship projects for MOF's Winter Internship Programme are now open.

The Social Programmes Directorate is looking for suitable undergraduates to take on their internship project.","The intern will conduct a literature review of overall expenditure on adult disability, and financing models (by service type) in other countries, and determine how findings can be applied to Singapore's context.

The intern will also study the extent to which mental health conditions are defined as disabilities, and its impact on fiscal outlay.

At the end of the internship, the intern will prepare a report and present the findings.","•	Good writing skills and interest in subject matter
•	Able to commit for 4-5 weeks between Dec 2024 to Jan 2025"
1200,FALSE,,3b1ec30b-7530-1eef-9eaa-209b115a21e1,/Date(1729468800000)/,,0,Closing on 21 Oct 2024,,Healthcare ,5  day(s) ago,/Date(1724198400000)/,0,Entry level,21,0,,14,0,Policy & Planning,15033272,0,0,0,,Ministry of Health,0,0,Deputy Director / Senior Assistant Director (Budget),3,Permanent/Contract,,,"You will lead the team to ensure optimal provision, allocation and management of Ministry’s budget to achieve the strategic objectives of the Ministry and WOG in a fiscally sustainable and value-for-money manner.  

You will be working in an innovative, people-centred organisation that contributes towards the promotion of good health and ensuring access to good and affordable healthcare for all Singaporeans. 

You will be working in a fast-paced and dynamic environment that would require the ability to manage multiple priorities and stakeholders at the same time.","•	Lead and supervise in the review of MOH’s block budget requirements
•	Formulate and operationalise funding frameworks, budget policies and procedures to ensure the effective use and allocation of resources in line with national strategic outcomes.
•	Lead in the review of the funding approach and budgetary requirements for Agencies under MOH
•	Lead in the operating and development budget proposals from MOH Divisions, MOH Agencies and other MOH funded entities
•	Lead in the preparation for Committee of Supply Debate & Parliamentary Questions
•	Supervise and guide the budget team in meeting work deliverables and initiatives","•	Tertiary education in Finance related discipline. Specialised training in finance and accounting would be an added advantage.
•	At least 15 years of relevant experience in finance with at least 5 years of experience leading a budget team in Ministries & Statutory Boards
•	Good leadership and team management 
•	Good teamwork and able to work well with and engage other Divisions  
•	Good writing and strong communication skills
•	Good quantitative and analytical skills 
•	Excellent project and time management skills
•	Able to see the strategic, big picture from the policy perspective
•	Able to multi-task, work independently, and work under pressure and meet tight deadlines to produce the desired results.
•	Meticulous, committed and responsible

Ideal candidate should also possess the following key competencies 
•	Thinking Clearly & Making Sound Judgements – Strong analytical and critical thinking abilities to support the crafting of sound policy recommendations; ability to grasp timelines, operating context and ground realities.
 
•	Learning & Putting Skills into Action - Possesses the drive and curiosity to learn and apply new skills, knowledge and new ways of working. 

•	Improving & Innovating – Ability to seek continual improvements, and to innovate and experiment while managing the risks involved. 

•	Working Effectively with Stakeholders – Ability to mobilise and rally partners and stakeholders towards a collective purpose.

As part of the shortlisting process for this role, candidates may be required to complete a medical declaration and/or undergo further assessment.
"
9005,FALSE,,cb8aa025-5089-1eef-97e6-3a8688ada1c4,/Date(1730246400000)/,,0,Closing on 30 Oct 2024,,"Accounting, Audit, Finance",1  month(s) ago,/Date(1724198400000)/,0,Entry level,1,0,,1,0,Accounting & Finance,15032794,0,0,0,,Civil Aviation Authority of Singapore,0,0,Senior Manager (Procurement),6,Fixed Terms,,,"<br>You will drive excellence in the planning and operations, policy development, compliance and governance, as well as the system enhancements of the procurement function. You will manage stakeholders, including procurement practitioners and management, to build procurement awareness and achieve high performance in controls and efficiency.<br><br>","<br>• Develop procurement strategies to achieve cost-effective results<br>• Continuously review and improve the policies, processes and systems to enhance governance, results and operational efficiencies in procurement<br>• Deep dive into spend analytics to identify efficiency opportunities<br>• Enhance procurement literacy and upkeep procurement competencies of officers conducting procurement in CAAS<br><br>","<br>Requirements:<br>• At least 5 years of relevant experience<br>• Prior experience in government procurement is advantageous<br>• Keen interest in governance, processes, systems, analytics and policy development<br>• Strong thinking and problem-solving skills<br>• Excellent written, communication and interpersonal skills<br>• Independent, pro-active, persuasive, impactful &amp; resourceful<br>• Able to focus on priorities and deliver in a fast-paced environment<br><br>Note: Your appointment designation will commensurate with your relevant work experience. Successful candidates will be offered a 3-year contract in the first instance, and may be considered for placement on a permanent tenure or subsequent contract renewal.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p></p><p></p>"
9005,FALSE,,9d4a6d22-d5c9-1edf-97ff-5c53af9bd350,/Date(1730246400000)/,,0,Closing on 30 Oct 2024,,"Accounting, Audit, Finance",1  month(s) ago,/Date(1724284800000)/,0,Entry level,1,0,,1,0,Accounting & Finance,15032793,0,0,0,,Civil Aviation Authority of Singapore,0,0,Senior Manager (Business Partnership),6,Fixed Terms,,,"<br>Supporting the Business Partnership Branch in the Finance Division, you will<br>serve as a business partner for strategic &amp; operational financial and<br>procurement planning.<br><br>","<br>You will provide decision support for projects and new initiatives, including<br>procurement advisory to achieve value for money in project outcomes. You<br>will improve the monthly spend analysis to enhance governance, results and<br>increase operational efficiencies in procurement. You will support the<br>development of financial plans and procurement approaches, including longterm projections, budgets, and forecasts.<br><br>","<br>Requirements:<br> Training in relevant work areas or equivalent professional qualification<br> At least 5 years of solid experience in procurement, with a track record<br>in supervision<br> Independent, resourceful, energetic, proactive, results-oriented leader<br>and team player<br> Strong thinking and analytical skills<br> Excellent written, communication and interpersonal skills<br> Good project management and decision support skills<br> Conversant with integrated software applications<br><br>Note: Your appointment designation will commensurate with your relevant<br>work experience. Successful candidates will be offered a 3-year contract in<br>the first instance, and may be considered for placement on a permanent<br>tenure or subsequent contract renewal<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p></p><p></p>"
9165,FALSE,,cb8aa025-5089-1eef-97e6-39d3b6f1a1c4,/Date(253402214400000)/,,0,,,Customer Service ,1  month(s) ago,/Date(1724198400000)/,0,Entry level,4,0,,8,0,Public Communications,15032791,0,0,0,,Health Promotion Board,0,0,"Deputy Director, Customer Insights and Service Process Improvement",1,Permanent,,,"Health Promotion Board (HPB) is committed to inspiring a healthier Singapore. As a trusted partner of our citizens, we strive to deliver intuitive and personalised experiences that empower individuals to embrace holistic well-being. <br>To serve Singaporeans, HPB engages its customers via online and offline touchpoints such as outreach through the different settings including workplaces, schools, community, health screening / school health and dental services. HPB also manages a contact centre, corporate website, social media platforms, HPB’s Healthy 365 mobile app, and conduct roadshows in support of specific programmes. <br>As we embark on a transformation journey to enhance our customer experience delivery across the various touchpoints, we are looking for a data-driven leader with a proven track record in enhancing customer satisfaction and touchpoints improvements, who will play a pivotal role within our organisation, to lead the development and implementation of a comprehensive customer insights programme, oversee customer survey management, and lead CX strategy implementation and service process improvement initiatives.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p><strong>Responsibilities</strong><br /><strong>The responsibilities of the successful candidate will include:</strong></p><ul><li>Develop a comprehensive CX strategy implementation plan that outlines clear objectives and actionable initiatives to achieve the intended CX adoption.</li><li><span>Develop and execute strategies for gathering, analysing, and interpreting customer insights through various channels such surveys, feedback mechanisms, and customer interactions.</span></li><li>Conduct in-depth analysis of customer feedback, behaviours and interaction data to identify trends, patterns and areas for improvements.</li><li><span>Utilise customer insights to identify pain points, opportunities, and areas for improvement across all touchpoints.</span></li><li>Collaborate with cross-divisional/functional teams to implement process enhancements.</li><li>Lead continuous improvement initiatives to optimise service delivery.</li><li><span>Leverage data analytics and automation to enhance the customer experience and lead operational efficiency.</span></li><li>Establish CX standards and implement processes for ongoing monitoring and evaluation.</li><li><span>Develop and implement strategies to address gaps and lead continuous optimisation of customer experiences.</span></li><li>Presenting findings, insights and recommendations to stakeholders (i.e. programme and touchpoint teams) to formulate action plans for improvement.</li><li>Update at key CX forums to update progress, lead data decision making and prioritisation in CX initiatives.</li><li><span>Leverage on board-wide change management </span>efforts to drive adoption of the new CX strategy across the organisation. This may involve identifying potential barriers to change, developing mitigation strategies, and fostering a culture of openness and adaptability.</li><li>Oversee the procurement process, propose and manage budget and maintain close oversight of contracts to maximise the value for the organisation.</li><li>Monitor contract performance and compliance throughout the contract lifecycle.</li></ul><p></p><p><strong>Requirements</strong><br /> </p><p><strong>Qualifications and Experience:</strong></p><ul><li><span>Minimally Bachelor </span>in Business, Service Management, Service Design, Statistics, Data Analytics, or a related field.</li><li>Certifications in Customer Experience Management (CXM), Service Design, Agile methodologies, BPR, Six Sigma, Lean methodologies, and data analytics (e.g., SAS, SPSS, Python, or equivalent) are desirable.</li><li>Minimum of 8-10 years of progressive experience in customer experience, market research, service management, and data analytics.</li><li>Proven track record in leading and managing teams.</li><li>Experience in developing and implementing customer experience strategies.</li><li>Strong analytical and problem-solving skills with proficiency in data analysis, statistical software, and key driver analysis.</li><li>Experience in designing and conducting customer surveys and research.</li><li>Knowledge of survey management systems, customer data management, and data warehousing.</li><li>Experience in process improvement methodologies (e.g., BPR, Six Sigma, Lean) and service blueprinting.</li><li>Proficiency in data visualisation tools (e.g., Power BI, Tableau) and process mapping software (e.g., Visio).</li></ul><p></p><p><strong>Skills Requirements:</strong></p><ul><li><strong>Strategic thinker:</strong> Ability to develop and execute a long-term vision for customer experience.</li><li><strong>Strong leadership skills:</strong> Proven ability to lead and inspire teams.</li><li><strong>Excellent communication skills:</strong> Effective in communicating complex ideas to both technical and non-technical audiences.</li><li><strong>Analytical mindset:</strong> Strong data analysis and problem-solving skills.</li><li><strong>Customer-centric:</strong> Passionate about delivering exceptional customer experiences.</li><li><strong>Results-oriented:</strong> Focus on achieving measurable outcomes and driving business impact.</li><li><strong>Change management:</strong> Ability to lead organisational change and overcome resistance.</li><li><strong>Collaboration:</strong> Strong interpersonal skills and ability to build relationships across departments.</li><li><strong>Influencing skills:</strong> Ability to persuade and influence stakeholders at all levels.</li></ul><p></p><p></p>",,
9029,FALSE,,6bee00ce-3263-1eef-9da6-47f9054b61dd,/Date(1727654400000)/,,0,Closing in 4 day(s),,Others ,1  week(s) ago,/Date(1724198400000)/,0,Entry level,16,0,,25,0,"Regulation, Enforcement & Compliance",15032789,0,0,0,,Inland Revenue Authority of Singapore,0,0,Manager (Customer Service Delivery - Enterprise Grants Management),6,Fixed Terms,,,"<br><br>At IRAS, we partner you to deliver quality services and foster a competitive economic environment to achieve growth for our nation. You will be part of a future-ready team that leverages data and digital capabilities to support enterprise growth and inclusive workforce practices through effective enterprise grants management.<br><br>This role manages the distribution of funds for the government and ensures that there are safeguards in place for the payouts to be fairly and correctly disbursed.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p><span>","<br />Service Delivery<br />- Handles queries from enterprises on Government payouts schemes administered by IRAS, including handling appeals and feedback across multiple contact channels, displaying IRAS’ service attributes (e.g. 3PCs) to deliver the desired IRAS experience <br />- Understands the profile of stakeholders, identifies their needs and nudges them towards self-help channels</span></p><p><span>- Facilitates understanding of scheme eligibility conditions<br />- Is proficient in using various digital tools and systems to provide service to taxpayers<br />- Keeps abreast of tax and service developments to provide up-to-date and accurate advice to stakeholders</span></p><p><span>- Service data analysis</span></p><p></p><p><span>Stakeholders Engagement &amp; Education<br />- Analyse target stakeholders’ profile, define engagement purpose and devise engagement content<br />- Analyse market trends, business models and audit observations that may impact compliance level and plan for relevant engagement/education activities to prevent non-compliance<br />- With understanding of IRAS services, products and methodologies (e.g. Design, BI), develop and execute robust stakeholder engagement and education campaigns through digital and non-digital channels (e.g. social media) to tackle areas of non-compliance<br />- Promote the use of digital services and digital record-keeping to improve overall compliance<br />- Ensure contents (digital and non-digital channels) meet channel goals and taxpayers’ expectations<br />- Create concepts and messages that are user-centric and provide visual experiences to users across digital assets (web and other digital channels)</span></p><p></p><p><span>","<br />- Degree in any discipline<br />- Experience in customer service, good interpersonal, verbal and written communication skills<br />- Ability to question, probe and analyse<br />- Organized and systematic in handling data<br />- Resourceful and able to work independently in a team environment</span></p><p></p><p><span>We regret to inform that only short-listed candidates will be notified.</span><br /><span>All successful hires will be offered a 2 year contract in the first instance.</span></p><p></p><p></p>"
9033,FALSE,,3b1ec30b-7530-1eef-9ebd-2816450881e2,/Date(1729382400000)/,,0,Closing on 20 Oct 2024,,Engineering ,4  day(s) ago,/Date(1724198400000)/,0,Entry level,17,0,,12,0,"Science, Engineering & Technical",15032786,0,0,0,,Land Transport Authority,0,0,"[LTA-TRO] EXECUTIVE / ENGINEER, TRAFFIC ANALYSIS & PROJECTS",6,Fixed Terms,,,"<br>EXECUTIVE / ENGINEER, TRAFFIC ANALYSIS &amp; PROJECTS<br><br>","<br>You will play an active role in the design, review and implementation of traffic diversion schemes in Singapore. Your traffic analysis and work will help facilitate the movement of vehicles on our roads, during road/rail infrastructure development, major events or even when providing priority to buses etc. You will offer professional advice to consultants, event organisers, other agencies and LTA divisions on traffic plans and traffic impact studies. Besides exercising your professional judgement, you will also develop your interpersonal skills through interaction and communication with the community and various stakeholders. You will also spearhead projects that will enhance the travel experience of commuters, motorists and cyclists, to create an improved living environment for all road users. We offer a dynamic working environment to those with technical and analytical abilities and who enjoy challenging boundaries.<br><br>","<br>•	Tertiary qualification in Civil Engineering, Traffic / Transportation Engineering, or related engineering fields. <br>•	1 year of experience in Traffic / Transportation-related or operational fields / familiar with highway design preferred<br>•	Possess initiative, good communication and leadership skills with lateral thinking ability<br>•	Possessing Class 3 driving license is an advantage<br>•	Knowledge of Data Analysis tools or Traffic Microsimulation is an advantage<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p></p><p></p>"
9017,FALSE,,3b1ec30b-7530-1eef-9ebd-29840ae141e2,/Date(1735516800000)/,,0,Closing on 30 Dec 2024,,Engineering ,4  day(s) ago,/Date(1727049600000)/,0,Entry level,17,0,,12,0,"Science, Engineering & Technical",15032784,0,0,0,,Energy Market Authority,0,0,Engineer-Senior Engineer (Energy Management Systems Dept),6,Fixed Terms,,,"The key scope of work for the position is to provide operational support of Energy Management Systems which involves round the clock monitoring and control of electricity generators as well as the electricity and natural gas transmission networks. In addition, the position is also required to operate a Cybersecurity Operation Centre to monitor cybersecurity threats and manage Power Sector Critical Information Infrastructure incidents.<br><br>Energy Management System<br>•	Provide first-level technical support to the Energy Management System to ensure high availability and reliability. This includes attending to technical problem reported by Power System Operators, operations and maintenance of Energy Management System, other supporting operational technology systems, OT/IT network &amp; security infrastructures to ensure these systems (both hardware and software applications) are of high availability and reliability.<br>•	Participates in the design and technical enhancements on mission-critical Energy Management Systems (EMS) such as integrating renewables such as solar, energy storage and electricity imports into EMS to meet operational business requirements. This also includes fine tuning of power system applications to support real-time operations such as power system studies (e.g. Contingency Analysis, Transmission Network Analysis, Short Circuit Analysis), Automatic Generation Control, load forecast, solar PV forecast, telemetry, State Estimator, and the Dispatcher Training Simulator.<br>•	Coordinate with Licenseses' to facilitate connection of new generation facilities, transmission network equipment (both electricity and gas systems) including performing updates and validate of EMS databases with field equipment and market operation.<br><br>Cyber Security Monitoring for Power Sector<br>•	Provide first-level technical support for Cyber Security Operation Centre (CSOC) to manage cyber incident that may cause severe impact to Power System Operation and Power Sector's Critical Information Infrastructures (CIIs). Job responsibilities include analysing security alerts, identifying anomalies, report findings to stakeholders. Perform daily triage of the security cases and following up with CII Operators and resolution of incidents reported.<br><br>Cybersecurity Risk Assessment &amp; Management<br>•	Develops technical solutions, including cyber security mitigation measures and/or configuration changes to meet regulatory requirements such as Cybersecurity Act and CCoP.<br>•	Coordinate security reviews risk assessments, security audits that can effectively pre-empt and identify significant security loopholes or weaknesses. This include carrying out documentation reviews, testing and implementing recommendations by the auditors, and performing system patching.<br><br>In addition, the department also maintain other critical supporting infrastructure such as Uninterruptible Power Supply, fire protection system, security access system etc to ensure reliable operation of the EMS system and the operation centres.<br><br>Requirements:<br><br>•	Keen interest in the field of OT cybersecurity, power system engineering and serving in public service.<br>•	Competency in computer programming, technical hardware architecture, Linux/Unix/Windows Operating System. Familiar with basic networking commands and understanding of basic networking protocol and security concepts. Good understanding of information security practices related to ISO 27001, Risk Assessment, Application and Network Security.<br>•	Good understanding of Power System Engineering, Control Centers Operations, electricity substation/gas facility environments and devices would be added advantage.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p></p><p></p>",,
